NAME,B19013_001E,state,county,year
"Okaloosa County, Florida",73988,12,091,2022
"Okeechobee County, Florida",50476,12,093,2022
"Orange County, Florida",72629,12,095,2022
"Osceola County, Florida",64312,12,097,2022
"Palm Beach County, Florida",76066,12,099,2022
"Pasco County, Florida",63187,12,101,2022
"Pinellas County, Florida",66406,12,103,2022
"Polk County, Florida",60901,12,105,2022
"Putnam County, Florida",44852,12,107,2022
"St. Johns County, Florida",100020,12,109,2022
"St. Lucie County, Florida",66154,12,111,2022
"Santa Rosa County, Florida",84715,12,113,2022
"Sarasota County, Florida",77213,12,115,2022
"Seminole County, Florida",79490,12,117,2022
"Sumter County, Florida",70105,12,119,2022
"Suwannee County, Florida",49729,12,121,2022
"Taylor County, Florida",46239,12,123,2022
"Union County, Florida",64043,12,125,2022
"Volusia County, Florida",63075,12,127,2022
"Wakulla County, Florida",72035,12,129,2022
"Walton County, Florida",74832,12,131,2022
"Washington County, Florida",47536,12,133,2022
"Appling County, Georgia",43268,13,001,2022
"Atkinson County, Georgia",38007,13,003,2022
"Bacon County, Georgia",43938,13,005,2022
"Baker County, Georgia",45417,13,007,2022
"Baldwin County, Georgia",54699,13,009,2022
"Banks County, Georgia",69096,13,011,2022
"Barrow County, Georgia",75053,13,013,2022
"Bartow County, Georgia",74812,13,015,2022
"Ben Hill County, Georgia",38255,13,017,2022
"Berrien County, Georgia",48670,13,019,2022
"Bibb County, Georgia",48897,13,021,2022
"Bleckley County, Georgia",56021,13,023,2022
"Brantley County, Georgia",40166,13,025,2022
"Brooks County, Georgia",42263,13,027,2022
"Bryan County, Georgia",90627,13,029,2022
"Bulloch County, Georgia",53675,13,031,2022
"Burke County, Georgia",50321,13,033,2022
"Butts County, Georgia",60076,13,035,2022
"Calhoun County, Georgia",48663,13,037,2022
"Camden County, Georgia",68104,13,039,2022
"Candler County, Georgia",45519,13,043,2022
"Carroll County, Georgia",66895,13,045,2022
"Catoosa County, Georgia",68896,13,047,2022
"Charlton County, Georgia",45770,13,049,2022
"Chatham County, Georgia",66171,13,051,2022
"Chattahoochee County, Georgia",52943,13,053,2022
"Chattooga County, Georgia",43556,13,055,2022
"Cherokee County, Georgia",100824,13,057,2022
"Clarke County, Georgia",48692,13,059,2022
"Clay County, Georgia",43264,13,061,2022
"Clayton County, Georgia",56207,13,063,2022
"Clinch County, Georgia",53350,13,065,2022
"Cobb County, Georgia",94244,13,067,2022
"Coffee County, Georgia",48398,13,069,2022
"Colquitt County, Georgia",47235,13,071,2022
"Columbia County, Georgia",92571,13,073,2022
"Cook County, Georgia",46706,13,075,2022
"Coweta County, Georgia",90031,13,077,2022
"Crawford County, Georgia",56948,13,079,2022
"Crisp County, Georgia",47463,13,081,2022
"Dade County, Georgia",59531,13,083,2022
"Dawson County, Georgia",84516,13,085,2022
"Decatur County, Georgia",47383,13,087,2022
"DeKalb County, Georgia",76044,13,089,2022
"Dodge County, Georgia",46091,13,091,2022
"Dooly County, Georgia",54109,13,093,2022
"Dougherty County, Georgia",45640,13,095,2022
"Douglas County, Georgia",76930,13,097,2022
"Early County, Georgia",48355,13,099,2022
"Echols County, Georgia",61184,13,101,2022
"Effingham County, Georgia",79474,13,103,2022
"Elbert County, Georgia",48190,13,105,2022
"Emanuel County, Georgia",47905,13,107,2022
"Evans County, Georgia",55222,13,109,2022
"Fannin County, Georgia",54857,13,111,2022
"Fayette County, Georgia",105910,13,113,2022
"Floyd County, Georgia",57868,13,115,2022
"Forsyth County, Georgia",131660,13,117,2022
"Franklin County, Georgia",52597,13,119,2022
"Fulton County, Georgia",86267,13,121,2022
"Gilmer County, Georgia",70334,13,123,2022
"Glascock County, Georgia",60469,13,125,2022
"Glynn County, Georgia",65970,13,127,2022
"Gordon County, Georgia",57555,13,129,2022
"Grady County, Georgia",51929,13,131,2022
"Greene County, Georgia",77527,13,133,2022
"Gwinnett County, Georgia",82296,13,135,2022
"Habersham County, Georgia",61292,13,137,2022
"Hall County, Georgia",74153,13,139,2022
"Hancock County, Georgia",31767,13,141,2022
"Haralson County, Georgia",65940,13,143,2022
"Harris County, Georgia",85936,13,145,2022
"Hart County, Georgia",61765,13,147,2022
"Heard County, Georgia",62965,13,149,2022
"Henry County, Georgia",79663,13,151,2022
"Houston County, Georgia",76968,13,153,2022
"Irwin County, Georgia",46383,13,155,2022
"Jackson County, Georgia",82056,13,157,2022
"Jasper County, Georgia",57374,13,159,2022
"Jeff Davis County, Georgia",41780,13,161,2022
"Jefferson County, Georgia",46865,13,163,2022
"Jenkins County, Georgia",31463,13,165,2022
"Johnson County, Georgia",47796,13,167,2022
"Jones County, Georgia",66288,13,169,2022
"Lamar County, Georgia",64966,13,171,2022
"Lanier County, Georgia",39971,13,173,2022
"Laurens County, Georgia",46776,13,175,2022
"Lee County, Georgia",83632,13,177,2022
"Liberty County, Georgia",55149,13,179,2022
"Lincoln County, Georgia",50754,13,181,2022
"Long County, Georgia",56819,13,183,2022
"Lowndes County, Georgia",52821,13,185,2022
"Lumpkin County, Georgia",67592,13,187,2022
"McDuffie County, Georgia",54752,13,189,2022
"McIntosh County, Georgia",51262,13,191,2022
"Macon County, Georgia",33960,13,193,2022
"Madison County, Georgia",53626,13,195,2022
"Marion County, Georgia",48836,13,197,2022
"Meriwether County, Georgia",52392,13,199,2022
"Miller County, Georgia",52132,13,201,2022
"Mitchell County, Georgia",45966,13,205,2022
"Monroe County, Georgia",74867,13,207,2022
"Montgomery County, Georgia",49138,13,209,2022
"Morgan County, Georgia",81524,13,211,2022
"Murray County, Georgia",60617,13,213,2022
"Muscogee County, Georgia",54561,13,215,2022
"Newton County, Georgia",70732,13,217,2022
"Oconee County, Georgia",116221,13,219,2022
"Oglethorpe County, Georgia",66672,13,221,2022
"Paulding County, Georgia",89237,13,223,2022
"Peach County, Georgia",60940,13,225,2022
"Pickens County, Georgia",72558,13,227,2022
"Pierce County, Georgia",54861,13,229,2022
"Pike County, Georgia",83866,13,231,2022
"Polk County, Georgia",51956,13,233,2022
"Pulaski County, Georgia",42545,13,235,2022
"Putnam County, Georgia",60825,13,237,2022
"Quitman County, Georgia",38889,13,239,2022
"Rabun County, Georgia",57261,13,241,2022
"Randolph County, Georgia",24638,13,243,2022
"Richmond County, Georgia",50605,13,245,2022
"Rockdale County, Georgia",68999,13,247,2022
"Schley County, Georgia",53274,13,249,2022
"Screven County, Georgia",49941,13,251,2022
"Seminole County, Georgia",46063,13,253,2022
"Spalding County, Georgia",57367,13,255,2022
"Stephens County, Georgia",52901,13,257,2022
"Stewart County, Georgia",43094,13,259,2022
"Sumter County, Georgia",38899,13,261,2022
"Talbot County, Georgia",48065,13,263,2022
"Taliaferro County, Georgia",45881,13,265,2022
"Tattnall County, Georgia",51868,13,267,2022
"Taylor County, Georgia",40727,13,269,2022
"Telfair County, Georgia",41801,13,271,2022
"Terrell County, Georgia",43507,13,273,2022
"Thomas County, Georgia",55958,13,275,2022
"Tift County, Georgia",52561,13,277,2022
"Toombs County, Georgia",47310,13,279,2022
"Towns County, Georgia",55574,13,281,2022
"Treutlen County, Georgia",38641,13,283,2022
"Troup County, Georgia",53599,13,285,2022
"Turner County, Georgia",39666,13,287,2022
"Twiggs County, Georgia",50446,13,289,2022
"Union County, Georgia",59783,13,291,2022
"Upson County, Georgia",48740,13,293,2022
"Walker County, Georgia",52276,13,295,2022
"Walton County, Georgia",79425,13,297,2022
"Ware County, Georgia",44138,13,299,2022
"Warren County, Georgia",45091,13,301,2022
"Washington County, Georgia",43810,13,303,2022
"Wayne County, Georgia",49847,13,305,2022
"Webster County, Georgia",35000,13,307,2022
"Wheeler County, Georgia",36354,13,309,2022
"White County, Georgia",66256,13,311,2022
"Whitfield County, Georgia",59659,13,313,2022
"Wilcox County, Georgia",46759,13,315,2022
"Wilkes County, Georgia",51780,13,317,2022
"Wilkinson County, Georgia",40757,13,319,2022
"Worth County, Georgia",56496,13,321,2022
"Hawaii County, Hawaii",74238,15,001,2022
"Honolulu County, Hawaii",99816,15,003,2022
"Kalawao County, Hawaii",87813,15,005,2022
"Kauai County, Hawaii",88869,15,007,2022
"Maui County, Hawaii",95379,15,009,2022
"Ada County, Idaho",83881,16,001,2022
"Adams County, Idaho",55891,16,003,2022
"Bannock County, Idaho",60998,16,005,2022
"Bear Lake County, Idaho",63244,16,007,2022
"Benewah County, Idaho",54191,16,009,2022
"Bingham County, Idaho",69433,16,011,2022
"Blaine County, Idaho",81794,16,013,2022
"Boise County, Idaho",70776,16,015,2022
"Bonner County, Idaho",61816,16,017,2022
"Bonneville County, Idaho",73103,16,019,2022
"Boundary County, Idaho",58810,16,021,2022
"Butte County, Idaho",37358,16,023,2022
"Camas County, Idaho",63750,16,025,2022
"Canyon County, Idaho",68473,16,027,2022
"Caribou County, Idaho",65380,16,029,2022
"Cassia County, Idaho",63525,16,031,2022
"Clark County, Idaho",53500,16,033,2022
"Clearwater County, Idaho",55885,16,035,2022
"Custer County, Idaho",60357,16,037,2022
"Elmore County, Idaho",55000,16,039,2022
"Franklin County, Idaho",61679,16,041,2022
"Fremont County, Idaho",67015,16,043,2022
"Gem County, Idaho",65204,16,045,2022
"Gooding County, Idaho",60938,16,047,2022
"Idaho County, Idaho",54745,16,049,2022
"Jefferson County, Idaho",77491,16,051,2022
"Jerome County, Idaho",67347,16,053,2022
"Kootenai County, Idaho",71949,16,055,2022
"Latah County, Idaho",62258,16,057,2022
"Lemhi County, Idaho",49216,16,059,2022
"Lewis County, Idaho",46484,16,061,2022
"Lincoln County, Idaho",62250,16,063,2022
"Madison County, Idaho",53025,16,065,2022
"Minidoka County, Idaho",63594,16,067,2022
"Nez Perce County, Idaho",65023,16,069,2022
"Oneida County, Idaho",67383,16,071,2022
"Owyhee County, Idaho",58440,16,073,2022
"Payette County, Idaho",62721,16,075,2022
"Power County, Idaho",56671,16,077,2022
"Shoshone County, Idaho",44807,16,079,2022
"Teton County, Idaho",88906,16,081,2022
"Twin Falls County, Idaho",61183,16,083,2022
"Valley County, Idaho",72878,16,085,2022
"Washington County, Idaho",50046,16,087,2022
"Adams County, Illinois",63767,17,001,2022
"Alexander County, Illinois",40365,17,003,2022
"Bond County, Illinois",58617,17,005,2022
"Boone County, Illinois",80502,17,007,2022
"Brown County, Illinois",64760,17,009,2022
"Bureau County, Illinois",64165,17,011,2022
"Calhoun County, Illinois",88059,17,013,2022
"Carroll County, Illinois",61539,17,015,2022
"Cass County, Illinois",64826,17,017,2022
"Champaign County, Illinois",61090,17,019,2022
"Christian County, Illinois",56933,17,021,2022
"Clark County, Illinois",65874,17,023,2022
"Clay County, Illinois",58028,17,025,2022
"Clinton County, Illinois",78054,17,027,2022
"Coles County, Illinois",53732,17,029,2022
"Cook County, Illinois",78304,17,031,2022
"Crawford County, Illinois",64163,17,033,2022
"Cumberland County, Illinois",71274,17,035,2022
"DeKalb County, Illinois",68617,17,037,2022
"De Witt County, Illinois",61823,17,039,2022
"Douglas County, Illinois",67177,17,041,2022
"DuPage County, Illinois",107035,17,043,2022
"Edgar County, Illinois",56687,17,045,2022
"Edwards County, Illinois",60784,17,047,2022
"Effingham County, Illinois",73181,17,049,2022
"Fayette County, Illinois",51962,17,051,2022
"Ford County, Illinois",58930,17,053,2022
"Franklin County, Illinois",51031,17,055,2022
"Fulton County, Illinois",57223,17,057,2022
"Gallatin County, Illinois",51868,17,059,2022
"Greene County, Illinois",58900,17,061,2022
"Grundy County, Illinois",89993,17,063,2022
"Hamilton County, Illinois",60574,17,065,2022
"Hancock County, Illinois",61026,17,067,2022
"Hardin County, Illinois",53026,17,069,2022
"Henderson County, Illinois",64946,17,071,2022
"Henry County, Illinois",66313,17,073,2022
"Iroquois County, Illinois",62866,17,075,2022
"Jackson County, Illinois",44847,17,077,2022
"Jasper County, Illinois",67429,17,079,2022
"Jefferson County, Illinois",58384,17,081,2022
"Jersey County, Illinois",77607,17,083,2022
"Jo Daviess County, Illinois",67729,17,085,2022
"Johnson County, Illinois",63295,17,087,2022
"Kane County, Illinois",96400,17,089,2022
"Kankakee County, Illinois",65489,17,091,2022
"Kendall County, Illinois",106358,17,093,2022
"Knox County, Illinois",50263,17,095,2022
"Lake County, Illinois",104553,17,097,2022
"LaSalle County, Illinois",67942,17,099,2022
"Lawrence County, Illinois",55811,17,101,2022
"Lee County, Illinois",64588,17,103,2022
"Livingston County, Illinois",68175,17,105,2022
"Logan County, Illinois",62547,17,107,2022
"McDonough County, Illinois",48904,17,109,2022
"McHenry County, Illinois",100101,17,111,2022
"McLean County, Illinois",75356,17,113,2022
"Macon County, Illinois",59622,17,115,2022
"Macoupin County, Illinois",64706,17,117,2022
"Madison County, Illinois",71759,17,119,2022
"Marion County, Illinois",59099,17,121,2022
"Marshall County, Illinois",64940,17,123,2022
"Mason County, Illinois",58479,17,125,2022
"Massac County, Illinois",57365,17,127,2022
"Menard County, Illinois",84846,17,129,2022
"Mercer County, Illinois",67028,17,131,2022
"Monroe County, Illinois",100685,17,133,2022
"Montgomery County, Illinois",61796,17,135,2022
"Morgan County, Illinois",61188,17,137,2022
"Moultrie County, Illinois",72833,17,139,2022
"Ogle County, Illinois",75782,17,141,2022
"Peoria County, Illinois",63409,17,143,2022
"Perry County, Illinois",56338,17,145,2022
"Piatt County, Illinois",81151,17,147,2022
"Pike County, Illinois",55514,17,149,2022
"Pope County, Illinois",57582,17,151,2022
"Pulaski County, Illinois",41038,17,153,2022
"Putnam County, Illinois",75726,17,155,2022
"Randolph County, Illinois",63860,17,157,2022
"Richland County, Illinois",61607,17,159,2022
"Rock Island County, Illinois",64435,17,161,2022
"St. Clair County, Illinois",68915,17,163,2022
"Saline County, Illinois",51710,17,165,2022
"Sangamon County, Illinois",71653,17,167,2022
"Schuyler County, Illinois",63737,17,169,2022
"Scott County, Illinois",70500,17,171,2022
"Shelby County, Illinois",65585,17,173,2022
"Stark County, Illinois",58125,17,175,2022
"Stephenson County, Illinois",57527,17,177,2022
"Tazewell County, Illinois",74606,17,179,2022
"Union County, Illinois",54090,17,181,2022
"Vermilion County, Illinois",52787,17,183,2022
"Wabash County, Illinois",54074,17,185,2022
"Warren County, Illinois",62700,17,187,2022
"Washington County, Illinois",75111,17,189,2022
"Wayne County, Illinois",53522,17,191,2022
"White County, Illinois",54605,17,193,2022
"Whiteside County, Illinois",62828,17,195,2022
"Will County, Illinois",103678,17,197,2022
"Williamson County, Illinois",60325,17,199,2022
"Winnebago County, Illinois",61738,17,201,2022
"Woodford County, Illinois",80093,17,203,2022
"Adams County, Indiana",61731,18,001,2022
"Allen County, Indiana",66222,18,003,2022
"Bartholomew County, Indiana",76912,18,005,2022
"Benton County, Indiana",58620,18,007,2022
"Blackford County, Indiana",51108,18,009,2022
"Boone County, Indiana",103038,18,011,2022
"Brown County, Indiana",73933,18,013,2022
"Carroll County, Indiana",61464,18,015,2022
"Cass County, Indiana",55862,18,017,2022
"Clark County, Indiana",69005,18,019,2022
"Clay County, Indiana",68364,18,021,2022
"Clinton County, Indiana",59515,18,023,2022
"Crawford County, Indiana",46706,18,025,2022
"Daviess County, Indiana",64113,18,027,2022
"Dearborn County, Indiana",80352,18,029,2022
"Decatur County, Indiana",71566,18,031,2022
"DeKalb County, Indiana",68110,18,033,2022
"Delaware County, Indiana",53377,18,035,2022
"Dubois County, Indiana",68945,18,037,2022
"Elkhart County, Indiana",63978,18,039,2022
"Fayette County, Indiana",52219,18,041,2022
"Floyd County, Indiana",75686,18,043,2022
"Fountain County, Indiana",60559,18,045,2022
"Franklin County, Indiana",75985,18,047,2022
"Fulton County, Indiana",62644,18,049,2022
"Gibson County, Indiana",64153,18,051,2022
"Grant County, Indiana",53033,18,053,2022
"Greene County, Indiana",57771,18,055,2022
"Hamilton County, Indiana",114866,18,057,2022
"Hancock County, Indiana",85262,18,059,2022
"Harrison County, Indiana",71302,18,061,2022
"Hendricks County, Indiana",95261,18,063,2022
"Henry County, Indiana",57632,18,065,2022
"Howard County, Indiana",62014,18,067,2022
"Huntington County, Indiana",59894,18,069,2022
"Jackson County, Indiana",65609,18,071,2022
"Jasper County, Indiana",77777,18,073,2022
"Jay County, Indiana",52231,18,075,2022
"Jefferson County, Indiana",57801,18,077,2022
"Jennings County, Indiana",66892,18,079,2022
"Johnson County, Indiana",82730,18,081,2022
"Knox County, Indiana",58173,18,083,2022
"Kosciusko County, Indiana",70945,18,085,2022
"LaGrange County, Indiana",81658,18,087,2022
"Lake County, Indiana",66375,18,089,2022
"LaPorte County, Indiana",66854,18,091,2022
"Lawrence County, Indiana",64210,18,093,2022
"Madison County, Indiana",60060,18,095,2022
"Marion County, Indiana",59504,18,097,2022
"Marshall County, Indiana",66016,18,099,2022
"Martin County, Indiana",65489,18,101,2022
"Miami County, Indiana",59551,18,103,2022
"Monroe County, Indiana",60308,18,105,2022
"Montgomery County, Indiana",62937,18,107,2022
"Morgan County, Indiana",79134,18,109,2022
"Newton County, Indiana",63673,18,111,2022
"Noble County, Indiana",70286,18,113,2022
"Ohio County, Indiana",66333,18,115,2022
"Orange County, Indiana",60775,18,117,2022
"Owen County, Indiana",57947,18,119,2022
"Parke County, Indiana",63393,18,121,2022
"Perry County, Indiana",58936,18,123,2022
"Pike County, Indiana",64182,18,125,2022
"Porter County, Indiana",82915,18,127,2022
"Posey County, Indiana",75594,18,129,2022
"Pulaski County, Indiana",56823,18,131,2022
"Putnam County, Indiana",70609,18,133,2022
"Randolph County, Indiana",59674,18,135,2022
"Ripley County, Indiana",70285,18,137,2022
"Rush County, Indiana",62386,18,139,2022
"St. Joseph County, Indiana",61877,18,141,2022
"Scott County, Indiana",49343,18,143,2022
"Shelby County, Indiana",66449,18,145,2022
"Spencer County, Indiana",66168,18,147,2022
"Starke County, Indiana",59916,18,149,2022
"Steuben County, Indiana",68837,18,151,2022
"Sullivan County, Indiana",54556,18,153,2022
"Switzerland County, Indiana",66525,18,155,2022
"Tippecanoe County, Indiana",55728,18,157,2022
"Tipton County, Indiana",71947,18,159,2022
"Union County, Indiana",68514,18,161,2022
"Vanderburgh County, Indiana",58839,18,163,2022
"Vermillion County, Indiana",59567,18,165,2022
"Vigo County, Indiana",52789,18,167,2022
"Wabash County, Indiana",66194,18,169,2022
"Warren County, Indiana",72833,18,171,2022
"Warrick County, Indiana",91105,18,173,2022
"Washington County, Indiana",60695,18,175,2022
"Wayne County, Indiana",54854,18,177,2022
"Wells County, Indiana",68074,18,179,2022
"White County, Indiana",65345,18,181,2022
"Whitley County, Indiana",73636,18,183,2022
"Adair County, Iowa",63172,19,001,2022
"Adams County, Iowa",64750,19,003,2022
"Allamakee County, Iowa",64049,19,005,2022
"Appanoose County, Iowa",50684,19,007,2022
"Audubon County, Iowa",54973,19,009,2022
"Benton County, Iowa",79444,19,011,2022
"Black Hawk County, Iowa",62329,19,013,2022
"Boone County, Iowa",75759,19,015,2022
"Bremer County, Iowa",84727,19,017,2022
"Buchanan County, Iowa",73493,19,019,2022
"Buena Vista County, Iowa",62662,19,021,2022
"Butler County, Iowa",65743,19,023,2022
"Calhoun County, Iowa",65614,19,025,2022
"Carroll County, Iowa",68041,19,027,2022
"Cass County, Iowa",60815,19,029,2022
"Cedar County, Iowa",76959,19,031,2022
"Cerro Gordo County, Iowa",63149,19,033,2022
"Cherokee County, Iowa",63638,19,035,2022
"Chickasaw County, Iowa",72734,19,037,2022
"Clarke County, Iowa",63120,19,039,2022
"Clay County, Iowa",61756,19,041,2022
"Clayton County, Iowa",60441,19,043,2022
"Clinton County, Iowa",61080,19,045,2022
"Crawford County, Iowa",61188,19,047,2022
"Dallas County, Iowa",99533,19,049,2022
"Davis County, Iowa",77176,19,051,2022
"Decatur County, Iowa",56068,19,053,2022
"Delaware County, Iowa",75896,19,055,2022
"Des Moines County, Iowa",58084,19,057,2022
"Dickinson County, Iowa",72446,19,059,2022
"Dubuque County, Iowa",73495,19,061,2022
"Emmet County, Iowa",64461,19,063,2022
"Fayette County, Iowa",56043,19,065,2022
"Floyd County, Iowa",62356,19,067,2022
"Franklin County, Iowa",62214,19,069,2022
"Fremont County, Iowa",69375,19,071,2022
"Greene County, Iowa",56884,19,073,2022
"Grundy County, Iowa",80701,19,075,2022
"Guthrie County, Iowa",75795,19,077,2022
"Hamilton County, Iowa",66685,19,079,2022
"Hancock County, Iowa",67865,19,081,2022
"Hardin County, Iowa",64656,19,083,2022
"Harrison County, Iowa",75830,19,085,2022
"Henry County, Iowa",62365,19,087,2022
"Howard County, Iowa",63947,19,089,2022
"Humboldt County, Iowa",66617,19,091,2022
"Ida County, Iowa",63125,19,093,2022
"Iowa County, Iowa",69787,19,095,2022
"Jackson County, Iowa",69709,19,097,2022
"Jasper County, Iowa",67784,19,099,2022
"Jefferson County, Iowa",52210,19,101,2022
"Johnson County, Iowa",72977,19,103,2022
"Jones County, Iowa",68781,19,105,2022
"Keokuk County, Iowa",60016,19,107,2022
"Kossuth County, Iowa",62553,19,109,2022
"Lee County, Iowa",58094,19,111,2022
"Linn County, Iowa",75457,19,113,2022
"Louisa County, Iowa",72500,19,115,2022
"Lucas County, Iowa",63405,19,117,2022
"Lyon County, Iowa",73735,19,119,2022
"Madison County, Iowa",88110,19,121,2022
"Mahaska County, Iowa",65200,19,123,2022
"Marion County, Iowa",74193,19,125,2022
"Marshall County, Iowa",70828,19,127,2022
"Mills County, Iowa",81907,19,129,2022
"Mitchell County, Iowa",66056,19,131,2022
"Monona County, Iowa",59897,19,133,2022
"Monroe County, Iowa",76324,19,135,2022
"Montgomery County, Iowa",61261,19,137,2022
"Muscatine County, Iowa",67427,19,139,2022
"O'Brien County, Iowa",65076,19,141,2022
"Osceola County, Iowa",67561,19,143,2022
"Page County, Iowa",58264,19,145,2022
"Palo Alto County, Iowa",67306,19,147,2022
"Plymouth County, Iowa",79963,19,149,2022
"Pocahontas County, Iowa",61434,19,151,2022
"Polk County, Iowa",78827,19,153,2022
"Pottawattamie County, Iowa",68718,19,155,2022
"Poweshiek County, Iowa",61192,19,157,2022
"Ringgold County, Iowa",67898,19,159,2022
"Sac County, Iowa",68778,19,161,2022
"Scott County, Iowa",72792,19,163,2022
"Shelby County, Iowa",70295,19,165,2022
"Sioux County, Iowa",81914,19,167,2022
"Story County, Iowa",66197,19,169,2022
"Tama County, Iowa",65483,19,171,2022
"Taylor County, Iowa",65926,19,173,2022
"Union County, Iowa",56495,19,175,2022
"Van Buren County, Iowa",58417,19,177,2022
"Wapello County, Iowa",56209,19,179,2022
"Warren County, Iowa",89741,19,181,2022
"Washington County, Iowa",71122,19,183,2022
"Wayne County, Iowa",58257,19,185,2022
"Webster County, Iowa",65335,19,187,2022
"Winnebago County, Iowa",62853,19,189,2022
"Winneshiek County, Iowa",67770,19,191,2022
"Woodbury County, Iowa",68399,19,193,2022
"Worth County, Iowa",69897,19,195,2022
"Wright County, Iowa",58240,19,197,2022
"Allen County, Kansas",55059,20,001,2022
"Anderson County, Kansas",67651,20,003,2022
"Atchison County, Kansas",55281,20,005,2022
"Barber County, Kansas",53774,20,007,2022
"Barton County, Kansas",54634,20,009,2022
"Bourbon County, Kansas",55826,20,011,2022
"Brown County, Kansas",55876,20,013,2022
"Butler County, Kansas",77724,20,015,2022
"Chase County, Kansas",52481,20,017,2022
"Chautauqua County, Kansas",51210,20,019,2022
"Cherokee County, Kansas",53382,20,021,2022
"Cheyenne County, Kansas",52730,20,023,2022
"Clark County, Kansas",58287,20,025,2022
"Clay County, Kansas",57765,20,027,2022
"Cloud County, Kansas",51197,20,029,2022
"Coffey County, Kansas",67645,20,031,2022
"Comanche County, Kansas",49754,20,033,2022
"Cowley County, Kansas",55726,20,035,2022
"Crawford County, Kansas",49779,20,037,2022
"Decatur County, Kansas",49412,20,039,2022
"Dickinson County, Kansas",62971,20,041,2022
"Doniphan County, Kansas",66358,20,043,2022
"Douglas County, Kansas",66153,20,045,2022
"Edwards County, Kansas",52750,20,047,2022
"Elk County, Kansas",50000,20,049,2022
"Ellis County, Kansas",59665,20,051,2022
"Ellsworth County, Kansas",59844,20,053,2022
"Finney County, Kansas",68481,20,055,2022
"Ford County, Kansas",67997,20,057,2022
"Franklin County, Kansas",68217,20,059,2022
"Geary County, Kansas",57992,20,061,2022
"Gove County, Kansas",59417,20,063,2022
"Graham County, Kansas",47071,20,065,2022
"Grant County, Kansas",84808,20,067,2022
"Gray County, Kansas",74500,20,069,2022
"Greeley County, Kansas",69948,20,071,2022
"Greenwood County, Kansas",51812,20,073,2022
"Hamilton County, Kansas",58750,20,075,2022
"Harper County, Kansas",53032,20,077,2022
"Harvey County, Kansas",70685,20,079,2022
"Haskell County, Kansas",66458,20,081,2022
"Hodgeman County, Kansas",63125,20,083,2022
"Jackson County, Kansas",70385,20,085,2022
"Jefferson County, Kansas",74562,20,087,2022
"Jewell County, Kansas",47109,20,089,2022
"Johnson County, Kansas",103644,20,091,2022
"Kearny County, Kansas",68750,20,093,2022
"Kingman County, Kansas",59640,20,095,2022
"Kiowa County, Kansas",70347,20,097,2022
"Labette County, Kansas",56143,20,099,2022
"Lane County, Kansas",52222,20,101,2022
"Leavenworth County, Kansas",84307,20,103,2022
"Lincoln County, Kansas",52540,20,105,2022
"Linn County, Kansas",56697,20,107,2022
"Logan County, Kansas",70382,20,109,2022
"Lyon County, Kansas",56415,20,111,2022
"McPherson County, Kansas",71250,20,113,2022
"Marion County, Kansas",60011,20,115,2022
"Marshall County, Kansas",64306,20,117,2022
"Meade County, Kansas",74063,20,119,2022
"Miami County, Kansas",85564,20,121,2022
"Mitchell County, Kansas",63008,20,123,2022
"Montgomery County, Kansas",51513,20,125,2022
"Morris County, Kansas",52866,20,127,2022
"Morton County, Kansas",57943,20,129,2022
"Nemaha County, Kansas",72788,20,131,2022
"Neosho County, Kansas",54894,20,133,2022
"Ness County, Kansas",64907,20,135,2022
"Norton County, Kansas",52710,20,137,2022
"Osage County, Kansas",66155,20,139,2022
"Osborne County, Kansas",58750,20,141,2022
"Ottawa County, Kansas",74551,20,143,2022
"Pawnee County, Kansas",54141,20,145,2022
"Phillips County, Kansas",57611,20,147,2022
"Pottawatomie County, Kansas",85241,20,149,2022
"Pratt County, Kansas",61685,20,151,2022
"Rawlins County, Kansas",61827,20,153,2022
"Reno County, Kansas",57390,20,155,2022
"Republic County, Kansas",54531,20,157,2022
"Rice County, Kansas",58523,20,159,2022
"Riley County, Kansas",56327,20,161,2022
"Rooks County, Kansas",60821,20,163,2022
"Rush County, Kansas",53523,20,165,2022
"Russell County, Kansas",49929,20,167,2022
"Saline County, Kansas",59887,20,169,2022
"Scott County, Kansas",53365,20,171,2022
"Sedgwick County, Kansas",65372,20,173,2022
"Seward County, Kansas",57131,20,175,2022
"Shawnee County, Kansas",63463,20,177,2022
"Sheridan County, Kansas",66719,20,179,2022
"Sherman County, Kansas",61404,20,181,2022
"Smith County, Kansas",50943,20,183,2022
"Stafford County, Kansas",60000,20,185,2022
"Stanton County, Kansas",66000,20,187,2022
"Stevens County, Kansas",67950,20,189,2022
"Sumner County, Kansas",59397,20,191,2022
"Thomas County, Kansas",72417,20,193,2022
"Trego County, Kansas",77500,20,195,2022
"Wabaunsee County, Kansas",70000,20,197,2022
"Wallace County, Kansas",57708,20,199,2022
"Washington County, Kansas",59432,20,201,2022
"Wichita County, Kansas",69551,20,203,2022
"Wilson County, Kansas",55439,20,205,2022
"Woodson County, Kansas",50670,20,207,2022
"Wyandotte County, Kansas",57771,20,209,2022
"Adair County, Kentucky",49690,21,001,2022
"Allen County, Kentucky",57159,21,003,2022
"Anderson County, Kentucky",69885,21,005,2022
"Ballard County, Kentucky",57111,21,007,2022
"Barren County, Kentucky",48141,21,009,2022
"Bath County, Kentucky",51471,21,011,2022
"Bell County, Kentucky",33658,21,013,2022
"Boone County, Kentucky",91697,21,015,2022
