NAME,B19013_001E,state,county,year
"Polk County, Nebraska",67719,31,143,2019
"Box Butte County, Nebraska",54004,31,013,2019
"Brown County, Nebraska",43098,31,017,2019
"Sheridan County, Nebraska",45371,31,161,2019
"Lancaster County, Nebraska",60527,31,109,2019
"Nuckolls County, Nebraska",43388,31,129,2019
"Banner County, Nebraska",51750,31,007,2019
"Frontier County, Nebraska",54659,31,063,2019
"Douglas County, Nebraska",64629,31,055,2019
"Richardson County, Nebraska",47917,31,147,2019
"Holt County, Nebraska",60387,31,089,2019
"Furnas County, Nebraska",48838,31,065,2019
"Saline County, Nebraska",51502,31,151,2019
"Thurston County, Nebraska",51034,31,173,2019
"Washington County, Nebraska",71430,31,177,2019
"Cherry County, Nebraska",56651,31,031,2019
"Dodge County, Nebraska",54085,31,053,2019
"Garden County, Nebraska",43750,31,069,2019
"Morrill County, Nebraska",46194,31,123,2019
"Nemaha County, Nebraska",51828,31,127,2019
"Thomas County, Nebraska",59432,31,171,2019
"Dakota County, Nebraska",59231,31,043,2019
"Antelope County, Nebraska",49912,31,003,2019
"Chase County, Nebraska",57009,31,029,2019
"Clay County, Nebraska",57173,31,035,2019
"Custer County, Nebraska",52184,31,041,2019
"Franklin County, Nebraska",49282,31,061,2019
"Hamilton County, Nebraska",64210,31,081,2019
"Jefferson County, Nebraska",44510,31,095,2019
"Keith County, Nebraska",50735,31,101,2019
"Loup County, Nebraska",51000,31,115,2019
"Perkins County, Nebraska",65543,31,135,2019
"Saunders County, Nebraska",68682,31,155,2019
"Scotts Bluff County, Nebraska",49745,31,157,2019
"Keya Paha County, Nebraska",56500,31,103,2019
"Kimball County, Nebraska",53403,31,105,2019
"Lincoln County, Nebraska",59795,31,111,2019
"Presidio County, Texas",25098,48,377,2019
"Val Verde County, Texas",46147,48,465,2019
"Culberson County, Texas",37900,48,109,2019
"Ector County, Texas",62973,48,135,2019
"Garza County, Texas",49627,48,169,2019
"Glasscock County, Texas",78456,48,173,2019
"Grimes County, Texas",52913,48,185,2019
"Collin County, Texas",96913,48,085,2019
"Angelina County, Texas",50453,48,005,2019
"Cottle County, Texas",32305,48,101,2019
"Hays County, Texas",68717,48,209,2019
"Brazoria County, Texas",81447,48,039,2019
"Donley County, Texas",42961,48,129,2019
"Atascosa County, Texas",55366,48,013,2019
"Nolan County, Texas",45537,48,353,2019
"Hudspeth County, Texas",31677,48,229,2019
"Ward County, Texas",62986,48,475,2019
"Harrison County, Texas",52220,48,203,2019
"Menard County, Texas",36395,48,327,2019
"Fayette County, Texas",60189,48,149,2019
"Williamson County, Texas",87337,48,491,2019
"Hutchinson County, Texas",52524,48,233,2019
"Morris County, Texas",41359,48,343,2019
"Orange County, Texas",59399,48,361,2019
"Winkler County, Texas",60366,48,495,2019
"Harris County, Texas",61705,48,201,2019
"Burnet County, Texas",59492,48,053,2019
"Gillespie County, Texas",59155,48,171,2019
"Dallas County, Texas",59607,48,113,2019
"McMullen County, Texas",62000,48,311,2019
"Young County, Texas",50635,48,503,2019
"Johnson County, Texas",64359,48,251,2019
"Hopkins County, Texas",52078,48,223,2019
"Ochiltree County, Texas",50464,48,357,2019
"Knox County, Texas",48798,48,275,2019
"McLennan County, Texas",49778,48,309,2019
"Concho County, Texas",47500,48,095,2019
"Edwards County, Texas",40766,48,137,2019
"Eastland County, Texas",37276,48,133,2019
"Jeff Davis County, Texas",53088,48,243,2019
"Jim Hogg County, Texas",33382,48,247,2019
"Montgomery County, Texas",80902,48,339,2019
"Dimmit County, Texas",27161,48,127,2019
"Webb County, Texas",46475,48,479,2019
"Armstrong County, Texas",72500,48,011,2019
"Castro County, Texas",50142,48,069,2019
"Kleberg County, Texas",43730,48,273,2019
"Cooke County, Texas",60202,48,097,2019
"Crosby County, Texas",40759,48,107,2019
"Fisher County, Texas",46146,48,151,2019
"Duval County, Texas",41186,48,131,2019
"Blanco County, Texas",66390,48,031,2019
"Jasper County, Texas",44370,48,241,2019
"Jefferson County, Texas",51248,48,245,2019
"Kinney County, Texas",26738,48,271,2019
"Oldham County, Texas",64545,48,359,2019
"Lamb County, Texas",45111,48,279,2019
"Lipscomb County, Texas",59091,48,295,2019
"McCulloch County, Texas",47707,48,307,2019
"Mason County, Texas",42276,48,319,2019
"Dickens County, Texas",42540,48,125,2019
"Pierce County, Nebraska",64511,31,139,2019
"Sioux County, Nebraska",48269,31,165,2019
"Burt County, Nebraska",54203,31,021,2019
"Cass County, Nebraska",71846,31,025,2019
"Cuming County, Nebraska",56768,31,039,2019
"Dixon County, Nebraska",56905,31,051,2019
"Dundy County, Nebraska",41716,31,057,2019
"Grant County, Nebraska",46500,31,075,2019
"Greeley County, Nebraska",47869,31,077,2019
"Hall County, Nebraska",57104,31,079,2019
"Hayes County, Nebraska",51726,31,085,2019
"Otoe County, Nebraska",59167,31,131,2019
"Red Willow County, Nebraska",48808,31,145,2019
"Cedar County, Nebraska",61869,31,027,2019
"Dawes County, Nebraska",50750,31,045,2019
"Johnson County, Nebraska",54712,31,097,2019
"Cheyenne County, Nebraska",53871,31,033,2019
"Dawson County, Nebraska",53721,31,047,2019
"Garfield County, Nebraska",53000,31,071,2019
"McPherson County, Nebraska",48125,31,117,2019
"Nance County, Nebraska",49032,31,125,2019
"Stanton County, Nebraska",63986,31,167,2019
"Valley County, Nebraska",55324,31,175,2019
"Churchill County, Nevada",57824,32,001,2019
"Douglas County, Nevada",66810,32,005,2019
"Pershing County, Nevada",50491,32,027,2019
"Eureka County, Nevada",67105,32,011,2019
"Humboldt County, Nevada",67756,32,013,2019
"White Pine County, Nevada",60827,32,033,2019
"Elko County, Nevada",81232,32,007,2019
"Nye County, Nevada",47300,32,023,2019
"Storey County, Nevada",66292,32,029,2019
"Clark County, Nevada",59340,32,003,2019
"Lyon County, Nevada",56875,32,019,2019
"Cheshire County, New Hampshire",64751,33,005,2019
"Grafton County, New Hampshire",63389,33,009,2019
"Rockingham County, New Hampshire",93756,33,015,2019
"Sullivan County, New Hampshire",61312,33,019,2019
"Hillsborough County, New Hampshire",81460,33,011,2019
"Coos County, New Hampshire",47117,33,007,2019
"Carroll County, New Hampshire",63153,33,003,2019
"Mercer County, New Jersey",81057,34,021,2019
"Cumberland County, New Jersey",54149,34,011,2019
"Somerset County, New Jersey",113611,34,035,2019
"Ocean County, New Jersey",70909,34,029,2019
"Atlantic County, New Jersey",62110,34,001,2019
"Middlesex County, New Jersey",89533,34,023,2019
"Salem County, New Jersey",66842,34,033,2019
"Cape May County, New Jersey",67074,34,009,2019
"Camden County, New Jersey",70451,34,007,2019
"Union County, New Jersey",80198,34,039,2019
"Hudson County, New Jersey",71189,34,017,2019
"Hunterdon County, New Jersey",115379,34,019,2019
"Morris County, New Jersey",115527,34,027,2019
"Hidalgo County, New Mexico",42526,35,023,2019
"McKinley County, New Mexico",33834,35,031,2019
"Sandoval County, New Mexico",63802,35,043,2019
"Grant County, New Mexico",37843,35,017,2019
"Curry County, New Mexico",45092,35,009,2019
"Lee County, Texas",54744,48,287,2019
"Tarrant County, Texas",67700,48,439,2019
"Anderson County, Texas",43455,48,001,2019
"Ellis County, Texas",76871,48,139,2019
"Jackson County, Texas",62806,48,239,2019
"Kerr County, Texas",55990,48,265,2019
"Milam County, Texas",47902,48,331,2019
"Comanche County, Texas",53516,48,093,2019
"Falls County, Texas",39497,48,145,2019
"Brooks County, Texas",28333,48,047,2019
"Austin County, Texas",66206,48,015,2019
"Kenedy County, Texas",38021,48,261,2019
"Colorado County, Texas",52559,48,089,2019
"San Patricio County, Texas",56556,48,409,2019
"Randall County, Texas",68261,48,381,2019
"San Saba County, Texas",45083,48,411,2019
"Schleicher County, Texas",53229,48,413,2019
"Zavala County, Texas",34459,48,507,2019
"Calhoun County, Texas",58776,48,057,2019
"Foard County, Texas",43625,48,155,2019
"Goliad County, Texas",60690,48,175,2019
"Hamilton County, Texas",50825,48,193,2019
"Mitchell County, Texas",51492,48,335,2019
"Titus County, Texas",50196,48,449,2019
"Lavaca County, Texas",54403,48,285,2019
"Terry County, Texas",44627,48,445,2019
"Wise County, Texas",64536,48,497,2019
"Matagorda County, Texas",48913,48,321,2019
"Pecos County, Texas",52397,48,371,2019
"Rockwall County, Texas",100920,48,397,2019
"Taylor County, Texas",53143,48,441,2019
"Throckmorton County, Texas",40000,48,447,2019
"Walker County, Texas",43742,48,471,2019
"Wood County, Texas",53394,48,499,2019
"Aransas County, Texas",45137,48,007,2019
"Cochran County, Texas",40962,48,079,2019
"Coke County, Texas",45000,48,081,2019
"Coryell County, Texas",52893,48,099,2019
"Hemphill County, Texas",70625,48,211,2019
"Moore County, Texas",54871,48,341,2019
"Potter County, Texas",42528,48,375,2019
"San Augustine County, Texas",40353,48,405,2019
"Shackelford County, Texas",46935,48,417,2019
"Starr County, Texas",30387,48,427,2019
"Upton County, Texas",52171,48,461,2019
"Brown County, Texas",48365,48,049,2019
"Hall County, Texas",34673,48,191,2019
"Franklin County, Texas",53783,48,159,2019
"Frio County, Texas",46729,48,163,2019
"Lampasas County, Texas",60772,48,281,2019
"Orleans County, Vermont",49168,50,019,2019
"Grand Isle County, Vermont",71587,50,013,2019
"Chittenden County, Vermont",73647,50,007,2019
"Lamoille County, Vermont",64003,50,015,2019
"Franklin County, Vermont",65485,50,011,2019
"Caledonia County, Vermont",50563,50,005,2019
"Windham County, Vermont",51985,50,025,2019
"Bennington County, Vermont",56183,50,003,2019
"Addison County, Vermont",68825,50,001,2019
"Essex County, Vermont",44349,50,009,2019
"Eddy County, New Mexico",65328,35,015,2019
"Mora County, New Mexico",28446,35,033,2019
"San Juan County, New Mexico",50518,35,045,2019
"Benton County, Mississippi",36258,28,009,2019
"Franklin County, Mississippi",40219,28,037,2019
"Coahoma County, Mississippi",29121,28,027,2019
"Jasper County, Mississippi",35872,28,061,2019
"Jones County, Mississippi",41775,28,067,2019
"Walthall County, Mississippi",30961,28,147,2019
"Monroe County, Mississippi",42354,28,095,2019
"Pontotoc County, Mississippi",44759,28,115,2019
"Holmes County, Mississippi",21504,28,051,2019
"Amite County, Mississippi",33981,28,005,2019
"Madison County, Mississippi",71824,28,089,2019
"Calhoun County, Mississippi",37263,28,013,2019
"Marion County, Mississippi",32090,28,091,2019
"Tishomingo County, Mississippi",37681,28,141,2019
"Wayne County, Mississippi",37706,28,153,2019
"Greene County, Mississippi",49677,28,041,2019
"Marshall County, Mississippi",42233,28,093,2019
"Quitman County, Mississippi",25283,28,119,2019
"Pearl River County, Mississippi",46901,28,109,2019
"Leake County, Mississippi",37096,28,079,2019
"Neshoba County, Mississippi",37987,28,099,2019
"Rankin County, Mississippi",65996,28,121,2019
"Washington County, Mississippi",29705,28,151,2019
"Lawrence County, Mississippi",41914,28,077,2019
"Perry County, Mississippi",42469,28,111,2019
"Chickasaw County, Mississippi",36548,28,017,2019
"Carroll County, Mississippi",46052,28,015,2019
"George County, Mississippi",47292,28,039,2019
"Grenada County, Mississippi",40122,28,043,2019
"Jefferson County, Mississippi",25019,28,063,2019
"Newton County, Mississippi",35958,28,101,2019
"Prentiss County, Mississippi",39256,28,117,2019
"Sharkey County, Mississippi",29394,28,125,2019
"Choctaw County, Mississippi",36777,28,019,2019
"Hancock County, Mississippi",48119,28,045,2019
"Itawamba County, Mississippi",44567,28,057,2019
"Issaquena County, Mississippi",24208,28,055,2019
"Jackson County, Mississippi",51657,28,059,2019
"Leflore County, Mississippi",26735,28,083,2019
"Tunica County, Mississippi",39370,28,143,2019
"Claiborne County, Mississippi",29338,28,021,2019
"Harrison County, Mississippi",47894,28,047,2019
"Lauderdale County, Mississippi",42534,28,075,2019
"Lincoln County, Mississippi",42606,28,085,2019
"Simpson County, Mississippi",43850,28,127,2019
"Winston County, Mississippi",34724,28,159,2019
"Attala County, Mississippi",33767,28,007,2019
"Lamar County, Mississippi",60328,28,073,2019
"Lee County, Mississippi",50559,28,081,2019
"Tallahatchie County, Mississippi",29864,28,135,2019
"Smith County, Mississippi",43105,28,129,2019
"Warren County, Mississippi",45113,28,149,2019
"Clarke County, Mississippi",43207,28,023,2019
"Montgomery County, Mississippi",39840,28,097,2019
"Oktibbeha County, Mississippi",40453,28,105,2019
"Washington County, Vermont",62791,50,023,2019
"Millard County, Utah",62242,49,027,2019
"Tooele County, Utah",74562,49,045,2019
"Washington County, Utah",59839,49,053,2019
"Kane County, Utah",47044,49,025,2019
"Summit County, Utah",102958,49,043,2019
"Grand County, Utah",51557,49,019,2019
"Piute County, Utah",42813,49,031,2019
"Rich County, Utah",57902,49,033,2019
"Wasatch County, Utah",85166,49,051,2019
"Beaver County, Utah",55221,49,001,2019
"Box Elder County, Utah",62233,49,003,2019
"Iron County, Utah",51807,49,021,2019
"Sanpete County, Utah",53838,49,039,2019
"Sevier County, Utah",54799,49,041,2019
"Weber County, Utah",67244,49,057,2019
"San Juan County, Utah",45394,49,037,2019
"Salt Lake County, Utah",74865,49,035,2019
"Daggett County, Utah",75417,49,009,2019
"Wayne County, Utah",44245,49,055,2019
"Carbon County, Utah",51158,49,007,2019
"Morgan County, Utah",91341,49,029,2019
"Cache County, Utah",59038,49,005,2019
"Juab County, Utah",61463,49,023,2019
"James City County, Virginia",87678,51,095,2019
"Russell County, Virginia",39758,51,167,2019
"Smyth County, Virginia",40932,51,173,2019
"Charlottesville city, Virginia",59471,51,540,2019
"Campbell County, Virginia",49664,51,031,2019
"Henrico County, Virginia",70307,51,087,2019
"King George County, Virginia",94274,51,099,2019
"Lancaster County, Virginia",53711,51,103,2019
"Lee County, Virginia",32888,51,105,2019
"Mathews County, Virginia",64237,51,115,2019
"Middlesex County, Virginia",57438,51,119,2019
"Prince George County, Virginia",71912,51,149,2019
"Richmond County, Virginia",49517,51,159,2019
"Scott County, Virginia",39820,51,169,2019
"Spotsylvania County, Virginia",88628,51,177,2019
"Appomattox County, Virginia",58696,51,011,2019
"Franklin County, Virginia",56254,51,067,2019
"King and Queen County, Virginia",63982,51,097,2019
"Montgomery County, Virginia",57977,51,121,2019
"New Kent County, Virginia",87904,51,127,2019
"Cumberland County, Virginia",47469,51,049,2019
"Dickenson County, Virginia",29932,51,051,2019
"Halifax County, Virginia",42669,51,083,2019
"Loudoun County, Virginia",142299,51,107,2019
"Prince William County, Virginia",107132,51,153,2019
"Southampton County, Virginia",61348,51,175,2019
"Highland County, Virginia",48587,51,091,2019
"Caroline County, Virginia",65103,51,033,2019
"Gloucester County, Virginia",70537,51,073,2019
"Patrick County, Virginia",43073,51,141,2019
"Powhatan County, Virginia",89090,51,145,2019
"Shenandoah County, Virginia",57252,51,171,2019
"Fauquier County, Virginia",100783,51,061,2019
"Staunton city, Virginia",52611,51,790,2019
"Fluvanna County, Virginia",76873,51,065,2019
"Webster County, Mississippi",45730,28,155,2019
"Alcorn County, Mississippi",42086,28,003,2019
"Clay County, Mississippi",31833,28,025,2019
"Covington County, Mississippi",38178,28,031,2019
"Humphreys County, Mississippi",28962,28,053,2019
"Dauphin County, Pennsylvania",60715,42,043,2019
"Franklin County, Pennsylvania",63379,42,055,2019
"Union County, Pennsylvania",59399,42,119,2019
"Wayne County, Pennsylvania",56096,42,127,2019
"Bedford County, Pennsylvania",50509,42,009,2019
"Monroe County, Pennsylvania",63934,42,089,2019
"Huntingdon County, Pennsylvania",51678,42,061,2019
"Washington County, Pennsylvania",63543,42,125,2019
"Philadelphia County, Pennsylvania",45927,42,101,2019
"York County, Pennsylvania",66457,42,133,2019
"Indiana County, Pennsylvania",49320,42,063,2019
"Cumberland County, Pennsylvania",71269,42,041,2019
"Allegheny County, Pennsylvania",61043,42,003,2019
"Westmoreland County, Pennsylvania",60471,42,129,2019
"Forest County, Pennsylvania",39717,42,053,2019
"Blair County, Pennsylvania",49181,42,013,2019
"Lawrence County, Pennsylvania",50204,42,073,2019
"Bradford County, Pennsylvania",52358,42,015,2019
"Cambria County, Pennsylvania",46659,42,021,2019
"Chester County, Pennsylvania",100214,42,029,2019
"Berks County, Pennsylvania",63728,42,011,2019
"Mifflin County, Pennsylvania",50219,42,087,2019
"Mercer County, Missouri",47298,29,129,2019
"Wright County, Missouri",34776,29,229,2019
"Clay County, Missouri",70510,29,047,2019
"Dent County, Missouri",42100,29,065,2019
"Saline County, Missouri",44720,29,195,2019
"Worth County, Missouri",53580,29,227,2019
"Grundy County, Missouri",45594,29,079,2019
"Morgan County, Missouri",39003,29,141,2019
"Reynolds County, Missouri",40324,29,179,2019
"St. Louis County, Missouri",67420,29,189,2019
"Stone County, Missouri",49656,29,209,2019
"Barry County, Missouri",44403,29,009,2019
"Boone County, Missouri",55328,29,019,2019
"Cole County, Missouri",60066,29,051,2019
"Crawford County, Missouri",44438,29,055,2019
"Iron County, Missouri",37435,29,093,2019
"Livingston County, Missouri",46992,29,117,2019
"Moniteau County, Missouri",58010,29,135,2019
"Pemiscot County, Missouri",33859,29,155,2019
"Pettis County, Missouri",46157,29,159,2019
